-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
-inf,-inf,-inf,-3.00503e-06,-1.60804e-07,-3.5362e-05,-3.26633e-06,-1.17434e-07,-5.78551e-08,
